1	el / la	the
1	los / las	the (plural)
1	un / una	a / an
1	unos / unas	some
1	y	and
1	o	or
1	pero	but
1	que	that / which
1	porque	because
1	si	if
1	yo	I
1	tú	you (informal)
1	él	he
1	ella	she
1	nosotros	we
1	vosotros	you (pl.)
1	ellos	they
1	usted	you (formal)
1	me	me
1	te	you
1	se	oneself
1	nos	us
1	le	to him/her
1	lo	it / him
1	mi	my
1	tu	your
1	su	his / her / their
1	nuestro	our
1	en	in / on
1	a	to / at
1	de	of / from
1	con	with
1	por	by / for
1	para	for / to
1	sin	without
1	sobre	on / about
1	entre	between
1	hasta	until
1	desde	from / since
1	hacia	towards
1	durante	during
1	no	no / not
1	este	this
1	ese	that
1	cuál	which
1	más	more
2	ser	to be (permanent)
2	estar	to be (state)
2	haber	to have (aux.)
2	tener	to have
2	hacer	to do / make
2	poder	to be able to
2	decir	to say
2	ir	to go
2	ver	to see
2	dar	to give
2	saber	to know
2	querer	to want
2	llegar	to arrive
2	pasar	to pass / happen
2	deber	must / to owe
2	poner	to put
2	parecer	to seem
2	quedar	to stay / remain
2	creer	to believe
2	hablar	to speak
2	llevar	to carry / wear
2	dejar	to leave / let
2	seguir	to follow / continue
2	encontrar	to find
2	llamar	to call
2	venir	to come
2	pensar	to think
2	salir	to leave / go out
2	volver	to return
2	tomar	to take
2	conocer	to know (people)
2	vivir	to live
3	también	also
3	ya	already / now
3	todavía	still / yet
3	solo	only
3	siempre	always
3	muy	very
3	aquí	here
3	allí	there
3	ahora	now
3	luego	then / later
3	hoy	today
3	mañana	tomorrow
3	ayer	yesterday
3	otra vez	again
3	a menudo	often
3	a veces	sometimes
3	nunca	never
3	quizás	maybe
3	claro	of course
3	de verdad	really
3	bien	well
3	mal	badly
3	juntos	together
3	solo	alone
3	quién	who
3	qué	what
3	dónde	where
3	cuándo	when
3	por qué	why
3	cómo	how
3	cuánto	how much
3	sí	yes
3	no	no
3	por favor	please
3	gracias	thanks
3	tal vez	perhaps
3	bastante	quite
3	casi	almost
3	suficiente	enough
3	demasiado	too much
3	muy bien	very well
4	el hombre	man
4	la mujer	woman
4	el niño	child / boy
4	la niña	girl
4	la gente	people
4	el amigo	friend (m)
4	la amiga	friend (f)
4	la familia	family
4	la madre	mother
4	el padre	father
4	el hijo	son
4	la hija	daughter
4	el hermano	brother
4	la hermana	sister
4	el bebé	baby
4	el nombre	name
4	el tiempo	time / weather
4	el día	day
4	la noche	night
4	la hora	hour
4	el minuto	minute
4	la semana	week
4	el mes	month
4	el año	year
4	la mañana	morning
4	la tarde	afternoon
4	el momento	moment
4	el reloj	clock / watch
4	la vida	life
4	el mundo	world
4	el país	country
4	la ciudad	city
4	el pueblo	town / village
4	el lugar	place
4	la cosa	thing
4	el modo	way / manner
4	la palabra	word
4	la pregunta	question
4	la respuesta	answer
4	el problema	problem
4	la idea	idea
4	la razón	reason
4	el ejemplo	example
4	la parte	part
5	la casa	house / home
5	el piso	flat / apartment
5	la habitación	room
5	la cocina	kitchen
5	el baño	bathroom
5	el dormitorio	bedroom
5	la puerta	door
5	la ventana	window
5	la mesa	table
5	la silla	chair
5	la cama	bed
5	el sofá	sofa
5	el armario	wardrobe
5	la lámpara	lamp
5	el suelo	floor
5	la pared	wall
5	el jardín	garden
5	la llave	key
5	la comida	food / meal
5	el desayuno	breakfast
5	el almuerzo	lunch
5	la cena	dinner
5	el pan	bread
5	la mantequilla	butter
5	el queso	cheese
5	el huevo	egg
5	la carne	meat
5	el pescado	fish
5	la verdura	vegetable
5	la fruta	fruit
5	la manzana	apple
5	la patata	potato
5	el arroz	rice
5	la sopa	soup
5	el azúcar	sugar
5	la sal	salt
5	el agua	water
5	el café	coffee
5	el té	tea
5	la leche	milk
5	el zumo	juice
5	la cerveza	beer
5	el vino	wine
5	el plato	plate / dish
5	el vaso	glass
5	la taza	cup
5	el cuchillo	knife
5	el tenedor	fork
5	la cuchara	spoon
5	la botella	bottle
6	el cuerpo	body
6	la cabeza	head
6	la cara	face
6	el ojo	eye
6	la oreja	ear
6	la nariz	nose
6	la boca	mouth
6	el diente	tooth
6	el pelo	hair
6	el cuello	neck
6	la mano	hand
6	el brazo	arm
6	el dedo	finger
6	la pierna	leg
6	el pie	foot
6	el corazón	heart
6	la espalda	back
6	el estómago	stomach
6	la salud	health
6	el médico	doctor
6	el hospital	hospital
6	la enfermedad	illness
6	el dolor	pain
6	la fiebre	fever
6	la medicina	medicine
6	enfermo	ill
6	sano	healthy
6	cansado	tired
6	la ropa	clothing
6	la camisa	shirt
6	el pantalón	trousers
6	el vestido	dress
6	la falda	skirt
6	la chaqueta	jacket
6	el abrigo	coat
6	el jersey	sweater
6	los zapatos	shoes
6	el calcetín	sock
6	el sombrero	hat
6	las gafas	glasses
7	el trabajo	work
7	el empleo	job
7	la profesión	profession
7	la oficina	office
7	la empresa	company
7	el jefe	boss
7	el compañero	colleague
7	la tarea	task
7	el proyecto	project
7	la reunión	meeting
7	la cita	appointment
7	el ordenador	computer
7	el móvil	mobile phone
7	el teléfono	telephone
7	el correo	email / mail
7	internet	internet
7	la escuela	school
7	la universidad	university
7	el profesor	teacher
7	el alumno	pupil
7	el estudiante	student
7	la clase	class
7	el examen	exam
7	el libro	book
7	el cuaderno	notebook
7	el bolígrafo	pen
7	el papel	paper
7	la nota	grade / note
7	aprender	to learn
7	estudiar	to study
7	el dinero	money
7	el euro	euro
7	el banco	bank
7	el precio	price
7	la cuenta	bill / account
7	caro	expensive
7	barato	cheap
7	pagar	to pay
7	comprar	to buy
7	vender	to sell
8	el viaje	trip
8	las vacaciones	holidays
8	el tren	train
8	la estación	station
8	el autobús	bus
8	el coche	car
8	la bicicleta	bicycle
8	el avión	plane
8	el aeropuerto	airport
8	el billete	ticket
8	la calle	street
8	el camino	way / path
8	el puente	bridge
8	la plaza	square
8	la esquina	corner
8	el hotel	hotel
8	el mapa	map
8	la izquierda	left
8	la derecha	right
8	recto	straight ahead
8	la naturaleza	nature
8	el árbol	tree
8	la flor	flower
8	el bosque	forest
8	la montaña	mountain
8	el río	river
8	el lago	lake
8	el mar	sea
8	la playa	beach
8	el sol	sun
8	la luna	moon
8	el cielo	sky
8	la nube	cloud
8	la lluvia	rain
8	la nieve	snow
8	el viento	wind
8	el clima	climate / weather
8	el aire	air
8	el fuego	fire
8	la tierra	earth / land
9	grande	big
9	pequeño	small
9	nuevo	new
9	viejo	old
9	joven	young
9	largo	long
9	corto	short
9	alto	tall / high
9	bajo	low / short
9	rápido	fast
9	lento	slow
9	temprano	early
9	tarde	late
9	bueno	good
9	malo	bad
9	bonito	pretty
9	feo	ugly
9	fácil	easy
9	difícil	difficult
9	ligero	light
9	importante	important
9	correcto	correct
9	pesado	heavy
9	seguro	safe / sure
9	posible	possible
9	necesario	necessary
9	lleno	full
9	vacío	empty
9	caliente	hot
9	frío	cold
9	templado	warm
9	mojado	wet
9	seco	dry
9	limpio	clean
9	sucio	dirty
9	tranquilo	calm
9	ruidoso	noisy
9	fuerte	strong
9	débil	weak
9	rico	rich / tasty
9	pobre	poor
9	feliz	happy
9	triste	sad
9	libre	free
10	comer	to eat
10	beber	to drink
10	dormir	to sleep
10	levantarse	to get up
10	trabajar	to work
10	jugar	to play
10	correr	to run
10	conducir	to drive
10	volar	to fly
10	cocinar	to cook
10	ayudar	to help
10	amar	to love
10	escuchar	to listen
10	oír	to hear
10	leer	to read
10	escribir	to write
10	mostrar	to show
10	abrir	to open
10	cerrar	to close
10	empezar	to begin
10	terminar	to finish
10	esperar	to wait / hope
10	buscar	to look for
10	perder	to lose
10	ganar	to win / earn
10	olvidar	to forget
10	recordar	to remember
10	entender	to understand
10	explicar	to explain
10	reír	to laugh
10	llorar	to cry
10	cantar	to sing
10	bailar	to dance
10	viajar	to travel
10	visitar	to visit
10	comprar	to buy
10	pedir	to ask for / order
10	probar	to try / taste
10	usar	to use
10	cambiar	to change
3	cero	zero
3	uno	one
3	dos	two
3	tres	three
3	cuatro	four
3	cinco	five
3	seis	six
3	siete	seven
3	ocho	eight
3	nueve	nine
3	diez	ten
3	once	eleven
3	doce	twelve
3	veinte	twenty
3	treinta	thirty
3	cien	hundred
3	mil	thousand
3	primero	first
3	segundo	second
3	último	last
6	el color	colour
6	rojo	red
6	azul	blue
6	verde	green
6	amarillo	yellow
6	negro	black
6	blanco	white
6	gris	grey
6	marrón	brown
6	naranja	orange
6	rosa	pink
6	morado	purple
8	el animal	animal
8	el perro	dog
8	el gato	cat
8	el caballo	horse
8	la vaca	cow
8	el cerdo	pig
8	la oveja	sheep
8	la gallina	hen
8	el pájaro	bird
8	el pez	fish
8	el ratón	mouse
8	el oso	bear
8	el león	lion
8	el elefante	elephant
8	la araña	spider
8	la abeja	bee
8	la televisión	television
8	la película	film
8	la música	music
8	la canción	song
8	la radio	radio
8	el periódico	newspaper
8	el mensaje	message
8	la foto	photo
8	la cámara	camera
8	el juego	game
8	la aplicación	app
8	el archivo	file
8	el programa	program
8	la página web	website
8	la contraseña	password
7	el sentimiento	feeling
7	el amor	love
7	el miedo	fear
7	la alegría	joy
7	la rabia	anger
7	la esperanza	hope
7	la diversión	fun
7	la preocupación	worry
7	contento	glad
7	enfadado	angry
7	nervioso	nervous
7	tranquilo	calm
7	orgulloso	proud
7	sorprendido	surprised
7	aburrido	bored
7	interesante	interesting
9	la verdad	truth
9	la libertad	freedom
9	el poder	power
9	el derecho	right / law
9	la posibilidad	possibility
9	la realidad	reality
9	el pensamiento	thought
9	la emoción	emotion
9	el sentido	sense / meaning
9	el objetivo	goal
9	la opinión	opinion
9	la experiencia	experience
9	el éxito	success
9	el error	mistake
9	el peligro	danger
9	la oportunidad	opportunity
9	la diferencia	difference
9	el ejemplo	example
9	la regla	rule
9	el orden	order
4	así que	so
4	por eso	that’s why
4	sin embargo	however
4	aunque	although
4	sino	but rather
4	pues	well / because
4	para que	so that
4	primero	first
4	después	afterwards
4	finalmente	finally
