1	der / die / das	the
1	ein / eine	a / an
1	und	and
1	oder	or
1	aber	but
1	dass	that
1	weil	because
1	wenn	if / when
1	ich	I
1	du	you (informal)
1	er	he
1	sie	she / they
1	es	it
1	wir	we
1	ihr	you (plural)
1	Sie	you (formal)
1	man	one / you (impersonal)
1	mich	me
1	dich	you
1	sich	oneself
1	mir	to me
1	dir	to you
1	ihm	to him
1	uns	us
1	mein	my
1	dein	your
1	sein	his / its
1	unser	our
1	in	in
1	auf	on
1	an	at / on
1	zu	to
1	mit	with
1	von	from / of
1	für	for
1	aus	out of / from
1	bei	at / near
1	nach	after / to
1	über	over / about
1	unter	under
1	vor	before / in front of
1	durch	through
1	ohne	without
1	gegen	against
1	um	around / at
1	nicht	not
1	kein	no / none
1	dieser	this
1	welcher	which
2	sein	to be
2	haben	to have
2	werden	to become / will
2	können	can
2	müssen	must
2	sagen	to say
2	machen	to make / do
2	gehen	to go
2	wollen	to want
2	kommen	to come
2	sollen	should
2	wissen	to know
2	sehen	to see
2	lassen	to let / leave
2	stehen	to stand
2	finden	to find
2	bleiben	to stay
2	geben	to give
2	nehmen	to take
2	bringen	to bring
2	halten	to hold
2	nennen	to name / call
2	denken	to think
2	glauben	to believe
2	sprechen	to speak
2	fragen	to ask
2	antworten	to answer
2	brauchen	to need
2	fühlen	to feel
2	dürfen	may / to be allowed
2	mögen	to like
2	tun	to do
3	auch	also
3	schon	already
3	noch	still / yet
3	nur	only
3	immer	always
3	sehr	very
3	hier	here
3	dort	there
3	jetzt	now
3	dann	then
3	heute	today
3	morgen	tomorrow
3	gestern	yesterday
3	wieder	again
3	oft	often
3	manchmal	sometimes
3	nie	never
3	vielleicht	maybe
3	natürlich	of course
3	wirklich	really
3	gut	good / well
3	gern	gladly
3	zusammen	together
3	allein	alone
3	wer	who
3	was	what
3	wo	where
3	wann	when
3	warum	why
3	wie	how
3	wie viel	how much
3	ja	yes
3	nein	no
3	bitte	please
3	danke	thanks
3	vielleicht	perhaps
3	ziemlich	quite
3	fast	almost
3	genug	enough
3	zu viel	too much
3	sehr gut	very good
4	der Mann	man
4	die Frau	woman
4	das Kind	child
4	der Mensch	human / person
4	die Leute	people
4	der Freund	friend (m)
4	die Freundin	friend (f)
4	die Familie	family
4	die Mutter	mother
4	der Vater	father
4	der Sohn	son
4	die Tochter	daughter
4	der Bruder	brother
4	die Schwester	sister
4	das Baby	baby
4	der Name	name
4	die Zeit	time
4	der Tag	day
4	die Nacht	night
4	die Stunde	hour
4	die Minute	minute
4	die Woche	week
4	der Monat	month
4	das Jahr	year
4	der Morgen	morning
4	der Abend	evening
4	der Mittag	noon
4	die Uhr	clock / o’clock
4	der Moment	moment
4	das Leben	life
4	die Welt	world
4	das Land	country
4	die Stadt	city
4	das Dorf	village
4	der Ort	place
4	die Sache	thing / matter
4	das Ding	thing
4	die Art	kind / way
4	das Wort	word
4	die Frage	question
4	die Antwort	answer
4	das Problem	problem
4	die Idee	idea
4	der Grund	reason
5	das Haus	house
5	die Wohnung	flat / apartment
5	das Zimmer	room
5	die Küche	kitchen
5	das Bad	bathroom
5	das Schlafzimmer	bedroom
5	die Tür	door
5	das Fenster	window
5	der Tisch	table
5	der Stuhl	chair
5	das Bett	bed
5	das Sofa	sofa
5	der Schrank	cupboard
5	die Lampe	lamp
5	der Boden	floor / ground
5	die Wand	wall
5	der Garten	garden
5	der Schlüssel	key
5	das Essen	food / meal
5	das Frühstück	breakfast
5	das Mittagessen	lunch
5	das Abendessen	dinner
5	das Brot	bread
5	die Butter	butter
5	der Käse	cheese
5	das Ei	egg
5	das Fleisch	meat
5	der Fisch	fish
5	das Gemüse	vegetables
5	das Obst	fruit
5	der Apfel	apple
5	die Kartoffel	potato
5	der Reis	rice
5	die Suppe	soup
5	der Zucker	sugar
5	das Salz	salt
5	das Wasser	water
5	der Kaffee	coffee
5	der Tee	tea
5	die Milch	milk
5	der Saft	juice
5	das Bier	beer
5	der Wein	wine
5	der Teller	plate
5	das Glas	glass
5	die Tasse	cup
5	das Messer	knife
5	die Gabel	fork
5	der Löffel	spoon
5	die Flasche	bottle
6	der Körper	body
6	der Kopf	head
6	das Gesicht	face
6	das Auge	eye
6	das Ohr	ear
6	die Nase	nose
6	der Mund	mouth
6	der Zahn	tooth
6	das Haar	hair
6	der Hals	neck / throat
6	die Hand	hand
6	der Arm	arm
6	der Finger	finger
6	das Bein	leg
6	der Fuß	foot
6	das Herz	heart
6	der Rücken	back
6	der Bauch	stomach
6	die Gesundheit	health
6	der Arzt	doctor
6	das Krankenhaus	hospital
6	die Krankheit	illness
6	der Schmerz	pain
6	das Fieber	fever
6	die Medizin	medicine
6	krank	ill
6	gesund	healthy
6	müde	tired
6	die Kleidung	clothing
6	das Hemd	shirt
6	die Hose	trousers
6	das Kleid	dress
6	der Rock	skirt
6	die Jacke	jacket
6	der Mantel	coat
6	der Pullover	sweater
6	die Schuhe	shoes
6	die Socke	sock
6	der Hut	hat
6	die Brille	glasses
7	die Arbeit	work
7	der Job	job
7	der Beruf	profession
7	das Büro	office
7	die Firma	company
7	der Chef	boss
7	der Kollege	colleague
7	die Aufgabe	task
7	das Projekt	project
7	die Besprechung	meeting
7	der Termin	appointment
7	der Computer	computer
7	das Handy	mobile phone
7	das Telefon	telephone
7	die E-Mail	email
7	das Internet	internet
7	die Schule	school
7	die Universität	university
7	der Lehrer	teacher
7	der Schüler	pupil
7	der Student	student
7	die Klasse	class
7	die Prüfung	exam
7	das Buch	book
7	das Heft	notebook
7	der Stift	pen
7	das Papier	paper
7	die Note	grade
7	lernen	to learn
7	studieren	to study
7	das Geld	money
7	der Euro	euro
7	die Bank	bank
7	der Preis	price
7	die Rechnung	bill
7	teuer	expensive
7	billig	cheap
7	bezahlen	to pay
7	kaufen	to buy
7	verkaufen	to sell
8	die Reise	trip / journey
8	der Urlaub	holiday
8	der Zug	train
8	der Bahnhof	station
8	der Bus	bus
8	das Auto	car
8	das Fahrrad	bicycle
8	das Flugzeug	plane
8	der Flughafen	airport
8	die Fahrkarte	ticket
8	die Straße	street
8	der Weg	way / path
8	die Brücke	bridge
8	der Platz	square / place
8	die Ecke	corner
8	das Hotel	hotel
8	das Zimmer	room
8	die Karte	map / card
8	links	left
8	rechts	right
8	geradeaus	straight ahead
8	die Natur	nature
8	der Baum	tree
8	die Blume	flower
8	der Wald	forest
8	der Berg	mountain
8	der Fluss	river
8	der See	lake
8	das Meer	sea
8	der Strand	beach
8	die Sonne	sun
8	der Mond	moon
8	der Himmel	sky
8	die Wolke	cloud
8	der Regen	rain
8	der Schnee	snow
8	der Wind	wind
8	das Wetter	weather
8	die Luft	air
8	das Feuer	fire
9	groß	big / tall
9	klein	small
9	neu	new
9	alt	old
9	jung	young
9	lang	long
9	kurz	short
9	hoch	high
9	niedrig	low
9	schnell	fast
9	langsam	slow
9	früh	early
9	spät	late
9	gut	good
9	schlecht	bad
9	schön	beautiful
9	hässlich	ugly
9	einfach	easy / simple
9	schwer	hard / heavy
9	leicht	light / easy
9	wichtig	important
9	richtig	correct
9	falsch	wrong
9	sicher	sure / safe
9	möglich	possible
9	nötig	necessary
9	voll	full
9	leer	empty
9	warm	warm
9	kalt	cold
9	heiß	hot
9	nass	wet
9	trocken	dry
9	sauber	clean
9	schmutzig	dirty
9	ruhig	quiet / calm
9	laut	loud
9	stark	strong
9	schwach	weak
9	reich	rich
9	arm	poor
9	glücklich	happy
9	traurig	sad
9	frei	free
10	essen	to eat
10	trinken	to drink
10	schlafen	to sleep
10	aufstehen	to get up
10	arbeiten	to work
10	spielen	to play
10	laufen	to run / walk
10	fahren	to drive / go
10	fliegen	to fly
10	kaufen	to buy
10	kochen	to cook
10	helfen	to help
10	lieben	to love
10	hören	to hear
10	lesen	to read
10	schreiben	to write
10	zeigen	to show
10	öffnen	to open
10	schließen	to close
10	beginnen	to begin
10	enden	to end
10	warten	to wait
10	suchen	to search
10	verlieren	to lose
10	gewinnen	to win
10	vergessen	to forget
10	erinnern	to remember
10	verstehen	to understand
10	erklären	to explain
10	lachen	to laugh
10	weinen	to cry
10	singen	to sing
10	tanzen	to dance
10	reisen	to travel
10	wohnen	to live / reside
10	treffen	to meet
10	besuchen	to visit
10	bezahlen	to pay
10	bestellen	to order
10	probieren	to try
3	null	zero
3	eins	one
3	zwei	two
3	drei	three
3	vier	four
3	fünf	five
3	sechs	six
3	sieben	seven
3	acht	eight
3	neun	nine
3	zehn	ten
3	elf	eleven
3	zwölf	twelve
3	zwanzig	twenty
3	dreißig	thirty
3	hundert	hundred
3	tausend	thousand
3	erste	first
3	zweite	second
3	letzte	last
6	die Farbe	colour
6	rot	red
6	blau	blue
6	grün	green
6	gelb	yellow
6	schwarz	black
6	weiß	white
6	grau	grey
6	braun	brown
6	orange	orange
6	rosa	pink
6	lila	purple
8	das Tier	animal
8	der Hund	dog
8	die Katze	cat
8	das Pferd	horse
8	die Kuh	cow
8	das Schwein	pig
8	das Schaf	sheep
8	das Huhn	chicken
8	der Vogel	bird
8	der Fisch	fish
8	die Maus	mouse
8	der Bär	bear
8	der Löwe	lion
8	der Elefant	elephant
8	die Spinne	spider
8	die Biene	bee
8	das Fernsehen	television
8	der Film	film
8	die Musik	music
8	das Lied	song
8	das Radio	radio
8	die Zeitung	newspaper
8	die Nachricht	message / news
8	das Foto	photo
8	die Kamera	camera
8	das Spiel	game
8	die App	app
8	die Datei	file
8	das Programm	program
8	die Webseite	website
8	das Passwort	password
7	das Gefühl	feeling
7	die Liebe	love
7	die Angst	fear
7	die Freude	joy
7	die Wut	anger
7	die Hoffnung	hope
7	der Spaß	fun
7	die Sorge	worry
7	froh	glad
7	böse	angry / evil
7	nervös	nervous
7	ruhig	calm
7	stolz	proud
7	überrascht	surprised
7	langweilig	boring
7	interessant	interesting
9	die Wahrheit	truth
9	die Freiheit	freedom
9	die Macht	power
9	das Recht	right / law
9	die Möglichkeit	possibility
9	die Wirklichkeit	reality
9	der Gedanke	thought
9	das Gefühl	emotion
9	der Sinn	sense / meaning
9	der Zweck	purpose
9	die Meinung	opinion
9	die Erfahrung	experience
9	der Erfolg	success
9	der Fehler	mistake
9	die Gefahr	danger
9	die Chance	chance
9	der Unterschied	difference
9	das Beispiel	example
9	die Regel	rule
9	die Ordnung	order
4	also	so / therefore
4	deshalb	that’s why
4	trotzdem	nevertheless
4	obwohl	although
4	sondern	but rather
4	denn	because / for
4	damit	so that
4	zuerst	first
4	danach	afterwards
4	schließlich	finally
4	zum Beispiel	for example
4	außerdem	besides
4	zwischen	between
4	während	during / while
4	seit	since
4	bis	until
10	bekommen	to get / receive
10	bringen	to bring
10	setzen	to set / put
10	legen	to lay
10	stellen	to place
10	ziehen	to pull
10	tragen	to carry / wear
10	werfen	to throw
10	fangen	to catch
10	fallen	to fall
10	steigen	to climb / rise
10	sitzen	to sit
10	liegen	to lie
10	drehen	to turn
10	bauen	to build
10	schaffen	to manage / create
10	benutzen	to use
10	ändern	to change
10	entscheiden	to decide
10	versuchen	to try
10	gehören	to belong
10	bedeuten	to mean
10	passieren	to happen
10	scheinen	to seem / shine
10	gefallen	to please
10	danken	to thank
10	grüßen	to greet
10	küssen	to kiss
10	rufen	to call
10	schauen	to look
10	merken	to notice
10	erkennen	to recognise
7	der Arzt	doctor
7	die Krankenschwester	nurse
7	der Lehrer	teacher
7	der Polizist	police officer
7	der Verkäufer	salesperson
7	der Koch	cook
7	der Kellner	waiter
7	der Fahrer	driver
7	der Bauer	farmer
7	der Ingenieur	engineer
7	der Anwalt	lawyer
7	der Künstler	artist
7	der Musiker	musician
7	der Schauspieler	actor
7	der Autor	author
7	der Wissenschaftler	scientist
8	das Geschäft	shop
8	der Supermarkt	supermarket
8	der Markt	market
8	das Restaurant	restaurant
8	das Café	café
8	die Bäckerei	bakery
8	die Apotheke	pharmacy
8	die Post	post office
8	die Kirche	church
8	das Museum	museum
8	das Theater	theatre
8	das Kino	cinema
8	der Park	park
8	die Bibliothek	library
8	das Rathaus	town hall
8	die Polizei	police
8	das Krankenhaus	hospital
8	die Toilette	toilet
8	der Aufzug	lift / elevator
8	die Treppe	stairs
9	der Sport	sport
9	der Fußball	football
9	das Spiel	match / game
9	die Mannschaft	team
9	der Ball	ball
9	das Tor	goal
9	schwimmen	to swim
9	rennen	to run
9	springen	to jump
9	gewinnen	to win
9	verlieren	to lose
9	trainieren	to train
9	der Spieler	player
9	das Stadion	stadium
9	die Meisterschaft	championship
9	der Sieg	victory
7	das Werkzeug	tool
7	der Hammer	hammer
7	das Messer	knife
7	die Schere	scissors
7	die Uhr	watch / clock
7	der Spiegel	mirror
7	das Handtuch	towel
7	die Seife	soap
7	die Zahnbürste	toothbrush
7	der Kamm	comb
7	die Decke	blanket / ceiling
7	das Kissen	pillow
7	der Vorhang	curtain
7	der Teppich	carpet
7	die Steckdose	socket
7	die Batterie	battery
5	dann	then
5	bald	soon
5	plötzlich	suddenly
5	endlich	finally
5	sofort	immediately
5	gerade	just now
5	bereits	already
5	damals	back then
5	überall	everywhere
5	nirgends	nowhere
5	irgendwo	somewhere
5	drinnen	inside
5	draußen	outside
5	oben	above / up
5	unten	below / down
5	vorne	in front
5	hinten	behind
5	weit	far
5	nah	near
5	genau	exactly
6	die Sekunde	second
6	der Frühling	spring
6	der Sommer	summer
6	der Herbst	autumn
6	der Winter	winter
6	der Montag	Monday
6	der Dienstag	Tuesday
6	der Mittwoch	Wednesday
6	der Donnerstag	Thursday
6	der Freitag	Friday
6	der Samstag	Saturday
6	der Sonntag	Sunday
6	das Wochenende	weekend
6	der Feiertag	holiday
6	der Geburtstag	birthday
6	die Zukunft	future
6	die Vergangenheit	past
6	die Gegenwart	present
6	heute Abend	tonight
6	übermorgen	day after tomorrow
8	die Schulter	shoulder
8	das Knie	knee
8	der Ellbogen	elbow
8	die Haut	skin
8	das Blut	blood
8	der Knochen	bone
8	das Gehirn	brain
8	die Lunge	lung
8	der Magen	stomach
8	die Zunge	tongue
8	die Lippe	lip
8	die Wange	cheek
8	die Stirn	forehead
8	das Kinn	chin
8	der Nagel	nail
8	die Ferse	heel
4	anfangen	to start
4	aufhören	to stop
4	weitermachen	to continue
4	ankommen	to arrive
4	abfahren	to depart
4	einsteigen	to get in / board
4	aussteigen	to get off
4	umsteigen	to change (transport)
4	mitkommen	to come along
4	zurückkommen	to come back
4	weggehen	to go away
4	hereinkommen	to come in
4	hinausgehen	to go out
4	aufmachen	to open
4	zumachen	to close
4	anmachen	to switch on
4	ausmachen	to switch off
4	anrufen	to phone
4	aufpassen	to pay attention
4	einkaufen	to shop
4	aufräumen	to tidy up
4	abholen	to pick up
4	vorbereiten	to prepare
4	wiederholen	to repeat
4	erzählen	to tell
4	berichten	to report
4	beschreiben	to describe
4	erwähnen	to mention
4	vorschlagen	to suggest
4	empfehlen	to recommend
4	versprechen	to promise
4	entschuldigen	to apologise
6	verbessern	to improve
6	vergleichen	to compare
6	wählen	to choose
6	sammeln	to collect
6	teilen	to share / divide
6	verbinden	to connect
6	trennen	to separate
6	mischen	to mix
6	füllen	to fill
6	leeren	to empty
6	schneiden	to cut
6	brechen	to break
6	reparieren	to repair
6	putzen	to clean
6	waschen	to wash
6	trocknen	to dry
6	bügeln	to iron
6	nähen	to sew
6	malen	to paint
6	zeichnen	to draw
6	bauen	to build
6	graben	to dig
6	pflanzen	to plant
6	ernten	to harvest
6	gießen	to pour / water
6	backen	to bake
6	braten	to fry / roast
6	grillen	to grill
6	rühren	to stir
6	probieren	to taste / try
6	servieren	to serve
6	bestellen	to order
7	denken an	to think of
7	sich freuen	to be glad
7	sich ärgern	to get annoyed
7	sich fürchten	to be afraid
7	sich erinnern	to remember
7	sich verlieben	to fall in love
7	heiraten	to marry
7	sich scheiden	to divorce
7	geboren werden	to be born
7	sterben	to die
7	wachsen	to grow
7	leben	to live
7	atmen	to breathe
7	husten	to cough
7	niesen	to sneeze
7	schwitzen	to sweat
7	frieren	to freeze / be cold
7	zittern	to tremble
7	fühlen	to feel
7	berühren	to touch
7	riechen	to smell
7	schmecken	to taste
7	spüren	to sense
7	bemerken	to notice
7	beobachten	to observe
7	betrachten	to look at
7	entdecken	to discover
7	erforschen	to explore
7	messen	to measure
7	wiegen	to weigh
7	zählen	to count
7	rechnen	to calculate
5	die Banane	banana
5	die Orange	orange
5	die Zitrone	lemon
5	die Erdbeere	strawberry
5	die Kirsche	cherry
5	die Traube	grape
5	die Birne	pear
5	der Pfirsich	peach
5	die Tomate	tomato
5	die Zwiebel	onion
5	der Knoblauch	garlic
5	die Karotte	carrot
5	der Salat	salad / lettuce
5	die Gurke	cucumber
5	die Bohne	bean
5	die Erbse	pea
5	der Pilz	mushroom
5	der Mais	corn
5	die Nudeln	pasta / noodles
5	die Pizza	pizza
5	die Wurst	sausage
5	der Schinken	ham
5	das Hähnchen	chicken
5	das Rindfleisch	beef
5	das Schweinefleisch	pork
5	die Meeresfrüchte	seafood
5	die Garnele	shrimp
5	der Kuchen	cake
5	der Keks	biscuit
5	die Schokolade	chocolate
5	das Eis	ice cream
5	der Honig	honey
5	die Marmelade	jam
5	das Öl	oil
5	der Essig	vinegar
5	der Pfeffer	pepper
5	das Mehl	flour
5	die Sahne	cream
5	der Joghurt	yoghurt
5	die Mahlzeit	meal
6	das Wohnzimmer	living room
6	das Esszimmer	dining room
6	der Flur	hallway
6	der Keller	basement
6	der Dachboden	attic
6	der Balkon	balcony
6	die Garage	garage
6	das Dach	roof
6	die Treppe	staircase
6	der Ofen	oven
6	der Herd	stove
6	der Kühlschrank	fridge
6	die Waschmaschine	washing machine
6	die Spülmaschine	dishwasher
6	der Fernseher	TV set
6	die Heizung	heating
6	die Klimaanlage	air conditioning
6	das Regal	shelf
6	die Schublade	drawer
6	der Sessel	armchair
6	das Waschbecken	sink
6	die Dusche	shower
6	die Badewanne	bathtub
6	die Toilette	toilet
6	der Wasserhahn	tap
6	die Glühbirne	light bulb
6	der Schalter	switch
6	das Kabel	cable
6	der Müll	rubbish
6	die Miete	rent
6	der Nachbar	neighbour
6	der Vermieter	landlord
7	der Stein	stone
7	der Sand	sand
7	die Erde	earth / soil
7	das Gras	grass
7	das Blatt	leaf
7	die Wurzel	root
7	der Ast	branch
7	der Samen	seed
7	die Ernte	harvest
7	das Feld	field
7	die Wiese	meadow
7	der Hügel	hill
7	das Tal	valley
7	die Höhle	cave
7	die Küste	coast
7	die Insel	island
7	der Wasserfall	waterfall
7	der Bach	stream
7	der Teich	pond
7	der Sumpf	swamp
7	die Wüste	desert
7	der Dschungel	jungle
7	der Vulkan	volcano
7	das Erdbeben	earthquake
7	der Sturm	storm
7	der Donner	thunder
7	der Blitz	lightning
7	der Nebel	fog
7	der Frost	frost
7	das Eis	ice
7	die Hitze	heat
7	der Schatten	shadow
7	der Stern	star
7	der Planet	planet
7	die Sonne	sun
7	das Universum	universe
8	das Kaninchen	rabbit
8	der Hase	hare
8	das Eichhörnchen	squirrel
8	der Fuchs	fox
8	der Wolf	wolf
8	der Hirsch	deer
8	das Reh	roe deer
8	der Igel	hedgehog
8	die Ente	duck
8	die Gans	goose
8	der Hahn	rooster
8	die Taube	pigeon
8	die Eule	owl
8	der Adler	eagle
8	der Schmetterling	butterfly
8	die Fliege	fly
8	die Mücke	mosquito
8	die Ameise	ant
8	der Käfer	beetle
8	der Wurm	worm
8	die Schlange	snake
8	die Eidechse	lizard
8	der Frosch	frog
8	die Schildkröte	turtle
8	der Hai	shark
8	der Wal	whale
8	der Delfin	dolphin
8	der Tiger	tiger
8	der Affe	monkey
8	die Giraffe	giraffe
8	das Zebra	zebra
8	das Kamel	camel
6	dick	thick / fat
6	dünn	thin
6	breit	wide
6	schmal	narrow
6	tief	deep
6	flach	shallow / flat
6	rund	round
6	eckig	angular
6	gerade	straight
6	krumm	crooked
6	scharf	sharp / spicy
6	stumpf	blunt
6	hart	hard
6	weich	soft
6	glatt	smooth
6	rau	rough
6	hell	bright / light
6	dunkel	dark
6	klar	clear
6	trüb	cloudy / murky
6	süß	sweet
6	sauer	sour
6	bitter	bitter
6	salzig	salty
6	frisch	fresh
6	faul	rotten / lazy
6	reif	ripe
6	roh	raw
6	gekocht	cooked
6	lecker	delicious
6	ekelhaft	disgusting
6	gesund	healthy
8	freundlich	friendly
8	höflich	polite
8	unhöflich	rude
8	ehrlich	honest
8	nett	nice
8	gemein	mean
8	klug	clever
8	dumm	stupid
8	fleißig	hardworking
8	faul	lazy
8	mutig	brave
8	ängstlich	fearful
